"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","deleteSuite","Surefire suite","2026-07-12","skipped","2026-07-12","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","deleteSuite"
"","202","createQuickTestCase","Surefire suite","2026-07-12","broken","2026-07-12","tests.ui.TestCaseTest","Surefire test","tests.ui.TestCaseTest","createQuickTestCase"
"","0","resetPasswordWithEmptyEmail","Surefire suite","2026-07-12","skipped","2026-07-12","tests.ui.ForgotPasswordTest","Surefire test","tests.ui.ForgotPasswordTest","resetPasswordWithEmptyEmail"
"","4697","checkCreateProject","Surefire suite","2026-07-12","passed","2026-07-12","tests.api.ProjectAPITest","Surefire test","tests.api.ProjectAPITest","checkCreateProject"
"","0","tearDown","Surefire suite","2026-07-12","broken","2026-07-12","tests.ui.TestCaseTest","Surefire test","tests.ui.TestCaseTest","tearDown"
"","7008","cancelCreateProject","Surefire suite","2026-07-12","broken","2026-07-12","tests.ui.TestPlanTest","Surefire test","tests.ui.TestPlanTest","cancelCreateProject"
"","210","cloneTestPlan","Surefire suite","2026-07-12","broken","2026-07-12","tests.ui.TestPlanTest","Surefire test","tests.ui.TestPlanTest","cloneTestPlan"
"","199","cancelCreateProject","Surefire suite","2026-07-12","broken","2026-07-12","tests.ui.TestCaseTest","Surefire test","tests.ui.TestCaseTest","cancelCreateProject"
"","1","tearDown","Surefire suite","2026-07-12","broken","2026-07-12","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","tearDown"
"","206","checkCreateProject","Surefire suite","2026-07-12","broken","2026-07-12","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"","0","createTestCase","Surefire suite","2026-07-12","skipped","2026-07-12","tests.ui.TestCaseTest","Surefire test","tests.ui.TestCaseTest","createTestCase"
"","0","loginWithNegativeCred","Surefire suite","2026-07-12","skipped","2026-07-12","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","loginWithNegativeCred"
"","0","loginWithNegativeCred","Surefire suite","2026-07-12","skipped","2026-07-12","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","loginWithNegativeCred"
"","0","createSuite","Surefire suite","2026-07-12","skipped","2026-07-12","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createSuite"
"","351","checkUpdateCase","Surefire suite","2026-07-12","passed","2026-07-12","tests.api.CaseAPITest","Surefire test","tests.api.CaseAPITest","checkUpdateCase"
"","196","goToTheLogInPage","Surefire suite","2026-07-12","broken","2026-07-12","tests.ui.ForgotPasswordTest","Surefire test","tests.ui.ForgotPasswordTest","goToTheLogInPage"
"","0","resetPasswordWithInvalidEmailValue","Surefire suite","2026-07-12","skipped","2026-07-12","tests.ui.ForgotPasswordTest","Surefire test","tests.ui.ForgotPasswordTest","resetPasswordWithInvalidEmailValue"
