"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5789","changeValidProfilePicture","Surefire suite","2026-07-20","passed","2026-07-20","tests.ui.ChangeProfileSettingsTest","Surefire test","tests.ui.ChangeProfileSettingsTest","changeValidProfilePicture"
"","26000","cloneTestPlan","Surefire suite","2026-07-20","passed","2026-07-20","tests.ui.TestPlanTest","Surefire test","tests.ui.TestPlanTest","cloneTestPlan"
"","13281","createTestPlan","Surefire suite","2026-07-20","passed","2026-07-20","tests.ui.TestPlanTest","Surefire test","tests.ui.TestPlanTest","createTestPlan"
"","7205","checkCreateProject","Surefire suite","2026-07-20","passed","2026-07-20","tests.ui.ProjectTest","Surefire test","tests.ui.ProjectTest","checkCreateProject"
"","4476","loginWithPositiveCred","Surefire suite","2026-07-20","passed","2026-07-20","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","loginWithPositiveCred"
"","12518","cancelCreateSuite","Surefire suite","2026-07-20","failed","2026-07-20","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","cancelCreateSuite"
"","1","deleteAllTestCases","Surefire suite","2026-07-20","skipped","2026-07-20","tests.ui.TestCaseTest","Surefire test","tests.ui.TestCaseTest","deleteAllTestCases"
"","3989","checkCreateProject","Surefire suite","2026-07-20","passed","2026-07-20","tests.api.ProjectAPITest","Surefire test","tests.api.ProjectAPITest","checkCreateProject"
"","219","checkGetSingleTestCase","Surefire suite","2026-07-20","passed","2026-07-20","tests.api.CaseAPITest","Surefire test","tests.api.CaseAPITest","checkGetSingleTestCase"
"","0","restoreTestCase","Surefire suite","2026-07-20","skipped","2026-07-20","tests.ui.TestCaseTest","Surefire test","tests.ui.TestCaseTest","restoreTestCase"
"","1","createSuite","Surefire suite","2026-07-20","skipped","2026-07-20","tests.ui.SuiteTest","Surefire test","tests.ui.SuiteTest","createSuite"
"","1872","resetPasswordWithValidEmail","Surefire suite","2026-07-20","passed","2026-07-20","tests.ui.ForgotPasswordTest","Surefire test","tests.ui.ForgotPasswordTest","resetPasswordWithValidEmail"
"","12382","createQuickTestCase","Surefire suite","2026-07-20","failed","2026-07-20","tests.ui.TestCaseTest","Surefire test","tests.ui.TestCaseTest","createQuickTestCase"
"","2680","loginWithNegativeCred","Surefire suite","2026-07-20","passed","2026-07-20","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","loginWithNegativeCred"
"","12349","changeRowsCountPerPage","Surefire suite","2026-07-20","failed","2026-07-20","tests.ui.ProjectSortingTest","Surefire test","tests.ui.ProjectSortingTest","changeRowsCountPerPage"
"","0","createTestCase","Surefire suite","2026-07-20","skipped","2026-07-20","tests.ui.TestCaseTest","Surefire test","tests.ui.TestCaseTest","createTestCase"
