"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","Forgot password","4","0","","0"
"0","","0","Login","6","0","","0"
"0","","1","Test case","1","3","","0"
"0","","0","API Case","3","0","","0"
"0","","1","Sorting","2","0","","0"
"0","","2","Delete project","0","0","","0"
"0","","0","Project","2","0","","0"
"0","","0","Test plan","3","0","","0"
"0","","1","Suit","0","2","","0"
"0","","0","Profile","1","0","","0"
"0","","0","API Project","1","0","","0"
